1852.335,0,0,,total:,291
1854.155,0,0,,avg bout:,nan
2103.795,0,0,,num_bout:,0
2348.21,0,0
2912.89,0,0
2986.0,0,0
3008.27,0,0
3008.635,0,0
3009.395,0,0
3009.9,0,0
3009.985,0,0
3010.09,0,0
3010.395,0,0
3010.505,0,0
3584.0,0,0
3585.2,0,0
3593.88,0,0
3594.1,0,0
4316.23,0,0
4617.445,0,0
4659.72,0,0
4844.44,0,0
4844.535,0,0
4844.72,0,0
4844.815,0,0
4844.915,0,0
4845.01,0,0
4845.105,0,0
4845.205,0,0
4845.315,0,0
4845.4,0,0
4845.5,0,0
4845.6,0,0
4845.805,0,0
4845.905,0,0
4846.005,0,0
4846.105,0,0
4846.345,0,0
4846.45,0,0
4846.83,0,0
4846.93,0,0
4847.04,0,0
4847.125,0,0
4847.23,0,0
4847.325,0,0
4847.425,0,0
4847.545,0,0
4847.635,0,0
4847.74,0,0
4848.155,0,0
4848.261,0,0
4848.375,0,0
4848.49,0,0
4848.595,0,0
4848.705,0,0
4848.81,0,0
4848.9,0,0
4849.01,0,0
4849.115,0,0
4849.215,0,0
4849.335,0,0
4849.435,0,0
4849.54,0,0
4849.65,0,0
4849.875,0,0
4850.205,0,0
4850.565,0,0
4850.98,0,0
4851.095,0,0
4851.225,0,0
4851.36,0,0
4851.45,0,0
4851.56,0,0
4851.66,0,0
4851.765,0,0
4851.865,0,0
4852.18,0,0
4852.265,0,0
4852.37,0,0
4852.475,0,0
4852.595,0,0
4852.92,0,0
4853.025,0,0
4853.135,0,0
4853.245,0,0
4853.35,0,0
4853.46,0,0
4853.57,0,0
4853.67,0,0
4853.78,0,0
4853.89,0,0
4854.0,0,0
4854.105,0,0
4854.21,0,0
4854.31,0,0
4854.415,0,0
4854.52,0,0
4854.625,0,0
4854.745,0,0
4854.85,0,0
4854.965,0,0
4855.06,0,0
4855.17,0,0
4855.27,0,0
4855.38,0,0
4855.49,0,0
4855.595,0,0
4855.705,0,0
4855.815,0,0
4855.925,0,0
4856.145,0,0
4856.455,0,0
4856.825,0,0
4856.965,0,0
4857.065,0,0
4857.185,0,0
4857.3,0,0
4857.4,0,0
4857.49,0,0
4857.625,0,0
4857.735,0,0
4857.85,0,0
4857.965,0,0
4858.08,0,0
4858.185,0,0
4858.29,0,0
4858.395,0,0
4858.505,0,0
4858.605,0,0
4858.725,0,0
4858.82,0,0
4858.91,0,0
4859.145,0,0
4859.255,0,0
4859.36,0,0
4859.445,0,0
4859.575,0,0
4859.69,0,0
4860.165,0,0
4860.28,0,0
4860.61,0,0
4860.685,0,0
4860.735,0,0
4861.125,0,0
4861.235,0,0
4861.355,0,0
4861.465,0,0
4861.59,0,0
4861.7,0,0
4861.795,0,0
4861.92,0,0
4862.015,0,0
4862.12,0,0
4862.22,0,0
4862.325,0,0
4862.44,0,0
4862.555,0,0
4862.655,0,0
4862.88,0,0
4862.99,0,0
4863.46,0,0
4863.57,0,0
4864.825,0,0
4866.07,0,0
4866.3,0,0
4866.48,0,0
4866.58,0,0
4866.67,0,0
4866.76,0,0
4866.955,0,0
4866.98,0,0
4867.07,0,0
4867.19,0,0
4867.235,0,0
4867.49,0,0
4867.605,0,0
4867.7,0,0
4887.2,0,0
4891.35,0,0
4891.44,0,0
4891.475,0,0
4891.83,0,0
4891.92,0,0
4892.025,0,0
4892.105,0,0
4892.21,2,2
4892.295,0,2
4892.4,0,2
4892.505,0,2
4892.595,0,2
4892.7,0,2
4893.105,0,2
4893.205,0,2
4893.31,0,2
4893.425,0,2
4893.53,0,2
4893.64,0,2
4893.75,0,2
4893.86,0,2
4894.32,0,2
4894.425,0,2
4894.515,0,2
4894.615,0,2
4894.825,0,2
4894.91,0,2
4895.295,0,2
4895.34,0,2
4895.685,0,2
4895.79,0,2
4895.9,0,2
4897.07,1,3
4914.095,0,3
4914.22,0,3
4914.745,0,3
4914.81,0,3
4916.85,0,3
4917.125,0,3
4921.365,0,3
4921.565,0,3
4921.67,0,3
4921.765,0,3
4921.95,0,3
4922.385,0,3
4922.555,0,3
4922.665,0,3
4922.755,0,3
4922.855,0,3
4922.925,0,3
4922.955,0,3
4923.035,0,3
4923.165,0,3
4923.265,0,3
4923.465,0,3
4924.24,0,3
4924.365,1,4
4924.475,0,4
4924.595,0,4
4925.43,0,4
4925.535,0,4
4926.86,0,4
4927.015,0,4
4927.215,0,4
4927.265,0,4
4927.365,0,4
4927.47,0,4
4927.75,0,4
4928.065,0,4
4928.405,0,4
4928.455,0,4
5054.835,0,4
5141.36,0,4
5146.53,0,4
5146.61,0,4
5146.89,0,4
5167.98,0,4
5287.4,0,4
5287.505,0,4
5287.595,0,4
5287.775,0,4
5287.965,0,4
5327.31,0,4
5339.16,0,4
5346.895,0,4
5347.17,0,4
5347.28,0,4
5347.625,0,4
5347.705,0,4
5347.8,0,4
5347.885,0,4
5347.995,0,4
5348.19,0,4
5348.285,0,4
5348.555,0,4
5348.76,0,4
5348.855,0,4
5349.415,0,4
5349.59,0,4
5350.985,0,4
5351.08,0,4
5351.18,0,4
5351.275,0,4
5351.375,0,4
5351.68,0,4
5351.99,0,4
5352.43,0,4
5352.715,0,4
5352.815,0,4
5352.885,0,4
5353.585,0,4
5354.155,0,4
5355.58,0,4
